scenario,p,method,mean_runtime_seconds,mean_iterations,mean_number_models,mean_number_edges,sd_number_edges,mean_number_symmetries,sd_number_symmetries,ePPV,eTPR,eTNR,sPPV,sTPR,sTNR,ePPV_percent,eTPR_percent,eTNR_percent,sPPV_percent,sTPR_percent,sTNR_percent
B,16,tau,118.76406354654993,105.35,4398.6,34.0,4.898979485566356,12.2,1.4725559590832462,0.7250485029437469,0.5797619047619047,0.8762820512820513,0.5265376290376291,0.6399999999999999,0.8609375,72.50485029437469,57.97619047619047,87.62820512820512,52.65376290376291,63.99999999999999,86.09375
B,16,submodel,202.80917381795012,174.95,10274.95,31.3,3.495862215760076,8.65,1.7851728502481652,0.7450473183880096,0.5511904761904762,0.8955128205128207,0.6315386002886003,0.54,0.83125,74.50473183880096,55.11904761904762,89.55128205128207,63.15386002886003,54.0,83.125
