scenario,p,method,mean_runtime_seconds,mean_iterations,mean_number_models,mean_number_edges,sd_number_edges,mean_number_symmetries,sd_number_symmetries,ePPV,eTPR,eTNR,sPPV,sTPR,sTNR,ePPV_percent,eTPR_percent,eTNR_percent,sPPV_percent,sTPR_percent,sTNR_percent
A,8,tau,10.855491341450008,26.25,305.15,6.95,2.0641042405337657,2.4,0.9947229183096801,0.7667596292596293,1.0,0.9152173913043479,0.41666666666666663,0.95,0.8944444444444445,76.67596292596292,100.0,91.52173913043478,41.666666666666664,95.0,89.44444444444444
A,8,submodel,17.43268902750002,41.35,580.6,7.0,1.8918106058538346,2.2,1.0052493799000692,0.7540521978021978,1.0,0.9130434782608695,0.4666666666666666,0.95,0.8555555555555555,75.40521978021978,100.0,91.30434782608695,46.666666666666664,95.0,85.55555555555556
