scenario,p,method,mean_runtime_seconds,mean_iterations,mean_number_models,mean_number_edges,sd_number_edges,mean_number_symmetries,sd_number_symmetries,ePPV,eTPR,eTNR,sPPV,sTPR,sTNR,ePPV_percent,eTPR_percent,eTNR_percent,sPPV_percent,sTPR_percent,sTNR_percent
A,20,tau,403.9508274643,169.85,10438.5,44.15,7.700136704186354,16.05,2.799906013460189,0.6433405661438942,0.8205882352941177,0.8958333333333334,0.13540471654248745,0.7,0.8631944444444445,64.33405661438943,82.05882352941177,89.58333333333334,13.540471654248746,70.0,86.31944444444444
A,20,submodel,737.6759034229001,286.15,27418.1,45.7,7.5050859948087,13.4,3.424370860387888,0.6001887170976874,0.7911764705882354,0.8794871794871796,0.11934775227614103,0.5333333333333333,0.8027777777777777,60.01887170976874,79.11764705882354,87.94871794871796,11.934775227614104,53.333333333333336,80.27777777777777
